1 1:32 2:199 3:94 4:1628 5:49 6:64 7:217 8:16 
0 1:27 2:21 3:24 4:113 5:2 6:5 7:2 8:4 
0 1:37 2:53 3:64 4:292 5:44 6:18 7:14 8:8 
0 1:37 2:8 3:7 4:44 5:0 6:1 7:1 8:1 
0 1:27 2:14 3:9 4:59 5:5 6:0 7:2 8:1 
0 1:37 2:43 3:47 4:283 5:35 6:54 7:6 8:2 
0 1:27 2:11 3:11 4:55 5:2 6:2 7:0 8:1 
0 1:22 2:11 3:11 4:59 5:0 6:2 7:1 8:0 
0 1:22 2:0 3:0 4:10 5:0 6:0 7:0 8:0 
0 1:32 2:0 3:0 4:4 5:0 6:0 7:0 8:0 
0 1:37 2:18 3:12 4:118 5:9 6:1 7:27 8:4 
0 1:32 2:0 3:0 4:0 5:0 6:0 7:0 8:0 
0 1:37 2:47 3:71 4:412 5:16 6:79 7:8 8:32 
0 1:37 2:21 3:24 4:124 5:6 6:8 7:1 8:2 
0 1:27 2:26 3:33 4:150 5:12 6:23 7:2 8:4 
0 1:32 2:126 3:172 4:961 5:17 6:9 7:87 8:105 
0 1:32 2:14 3:14 4:93 5:10 6:7 7:6 8:4 
0 1:37 2:44 3:31 4:272 5:38 6:18 7:17 8:19 
0 1:22 2:51 3:62 4:231 5:16 6:42 7:40 8:37 
0 1:32 2:45 3:29 4:222 5:16 6:4 7:60 8:8 
