1 1:32 2:199 3:94 4:1628 5:49 6:64 7:217 8:16 
1 1:22 2:252 3:70 4:1272 5:125 6:25 7:97 8:63 
1 1:37 2:98 3:45 4:380 5:1 6:14 7:34 8:24 
1 1:22 2:215 3:16 4:3380 5:10 6:2 7:795 8:8 
1 1:22 2:28 3:35 4:200 5:9 6:24 7:4 8:0 
1 1:37 2:56 3:178 4:1050 5:21 6:91 7:19 8:250 
1 1:27 2:31 3:30 4:251 5:9 6:37 7:23 8:20 
1 1:37 2:375 3:128 4:1676 5:19 6:183 7:149 8:25 
1 1:22 2:92 3:66 4:830 5:55 6:56 7:252 8:158 
1 1:27 2:193 3:172 4:1316 5:113 6:105 7:204 8:180 
1 1:22 2:197 3:350 4:1798 5:71 6:384 7:59 8:228 
1 1:27 2:48 3:50 4:792 5:6 6:26 7:15 8:1 
1 1:22 2:174 3:47 4:2012 5:5 6:27 7:281 8:6 
1 1:22 2:12 3:53 4:240 5:11 6:27 7:10 8:37 
1 1:27 2:4 3:21 4:214 5:8 6:63 7:2 8:14 
1 1:32 2:173 3:193 4:1436 5:73 6:212 7:73 8:13 
1 1:32 2:125 3:143 4:784 5:4 6:50 7:18 8:45 
1 1:37 2:161 3:242 4:2376 5:219 6:93 7:340 8:4 
1 1:32 2:213 3:137 4:2188 5:129 6:97 7:454 8:152 
1 1:22 2:68 3:77 4:555 5:7 6:10 7:9 8:56 
1 1:27 2:294 3:231 4:1924 5:81 6:61 7:220 8:140 
1 1:37 2:26 3:155 4:2084 5:15 6:425 7:10 8:1 
1 1:32 2:89 3:69 4:2656 5:321 6:249 7:9 8:40 
1 1:22 2:163 3:192 4:2084 5:1 6:67 7:109 8:14 
1 1:32 2:50 3:84 4:556 5:15 6:125 7:5 8:12 
1 1:27 2:112 3:364 4:2312 5:22 6:451 7:19 8:153 
1 1:22 2:14 3:16 4:210 5:21 6:26 7:0 8:3 
1 1:22 2:172 3:136 4:2752 5:276 6:307 7:467 8:398 
1 1:22 2:15 3:95 4:600 5:17 6:177 7:1 8:3 
1 1:27 2:23 3:39 4:284 5:11 6:23 7:9 8:19 
1 1:22 2:84 3:91 4:516 5:20 6:75 7:45 8:24 
1 1:37 2:153 3:50 4:1124 5:18 6:19 7:391 8:31 
1 1:37 2:127 3:39 4:647 5:8 6:8 7:303 8:45 
1 1:37 2:216 3:169 4:2828 5:463 6:105 7:474 8:100 
1 1:22 2:308 3:171 4:2004 5:228 6:137 7:229 8:78 
1 1:27 2:35 3:29 4:281 5:14 6:3 7:36 8:3 
1 1:22 2:119 3:38 4:479 5:33 6:0 7:230 8:8 
1 1:22 2:158 3:14 4:2440 5:15 6:1 7:559 8:4 
1 1:27 2:399 3:509 4:2696 5:493 6:15 7:76 8:138 
1 1:32 2:149 3:246 4:1588 5:60 6:307 7:155 8:216 
1 1:22 2:82 3:48 4:784 5:150 6:50 7:14 8:6 
1 1:32 2:205 3:98 4:1280 5:247 6:32 7:161 8:63 
1 1:22 2:64 3:34 4:339 5:64 6:22 7:3 8:13 
1 1:37 2:70 3:123 4:676 5:9 6:14 7:64 8:147 
1 1:37 2:66 3:44 4:481 5:18 6:4 7:59 8:33 
1 1:37 2:169 3:220 4:2612 5:170 6:395 7:304 8:145 
1 1:27 2:41 3:34 4:180 5:13 6:6 7:19 8:9 
1 1:32 2:22 3:106 4:908 5:4 6:8 7:0 8:17 
1 1:32 2:92 3:104 4:1056 5:6 6:24 7:129 8:157 
1 1:22 2:40 3:89 4:460 5:17 6:49 7:18 8:24 
0 1:27 2:10 3:9 4:58 5:0 6:2 7:1 8:0 
0 1:32 2:13 3:11 4:68 5:7 6:2 7:3 8:2 
0 1:32 2:148 3:93 4:524 5:65 6:0 7:91 8:18 
0 1:37 2:48 3:40 4:201 5:8 6:11 7:5 8:0 
0 1:27 2:56 3:29 4:252 5:10 6:5 7:67 8:2 
0 1:32 2:22 3:13 4:128 5:4 6:0 7:10 8:2 
0 1:37 2:8 3:5 4:50 5:1 6:3 7:8 8:0 
0 1:37 2:63 3:68 4:632 5:97 6:102 7:89 8:80 
0 1:37 2:29 3:46 4:260 5:0 6:0 7:29 8:8 
0 1:32 2:25 3:21 4:180 5:4 6:3 7:17 8:6 
0 1:37 2:11 3:39 4:380 5:6 6:24 7:4 8:29 
0 1:27 2:35 3:16 4:140 5:14 6:0 7:3 8:10 
0 1:22 2:19 3:31 4:99 5:6 6:7 7:14 8:7 
0 1:22 2:96 3:367 4:1024 5:14 6:38 7:13 8:381 
0 1:37 2:18 3:20 4:122 5:16 6:14 7:23 8:24 
0 1:22 2:115 3:122 4:676 5:9 6:6 7:15 8:5 
0 1:37 2:9 3:8 4:48 5:2 6:0 7:1 8:2 
0 1:22 2:22 3:23 4:107 5:7 6:7 7:0 8:0 
0 1:27 2:18 3:17 4:94 5:2 6:2 7:3 8:2 
0 1:22 2:53 3:64 4:284 5:10 6:29 7:16 8:15 
0 1:37 2:54 3:63 4:270 5:5 6:35 7:1 8:2 
0 1:27 2:32 3:27 4:154 5:2 6:6 7:5 8:1 
0 1:27 2:4 3:2 4:93 5:1 6:0 7:16 8:10 
0 1:37 2:139 3:9 4:428 5:7 6:0 7:36 8:0 
0 1:27 2:56 3:26 4:204 5:0 6:5 7:28 8:6 
0 1:32 2:25 3:76 4:356 5:4 6:65 7:0 8:62 
0 1:27 2:29 3:44 4:237 5:0 6:50 7:1 8:0 
0 1:27 2:15 3:14 4:66 5:2 6:3 7:8 8:1 
0 1:32 2:40 3:48 4:282 5:5 6:9 7:3 8:0 
0 1:32 2:29 3:19 4:188 5:13 6:1 7:0 8:2 
0 1:37 2:34 3:45 4:227 5:8 6:0 7:0 8:6 
