1 1:27 2:79 3:460 4:1968 5:140 6:5 7:150 8:92 
1 1:27 2:66 3:130 4:612 5:0 6:45 7:0 8:0 
1 1:37 2:27 3:376 4:1760 5:9 6:260 7:2 8:38 
1 1:32 2:165 3:153 4:1037 5:30 6:39 7:263 8:161 
1 1:22 2:60 3:30 4:924 5:50 6:4 7:201 8:68 
1 1:27 2:229 3:202 4:1552 5:62 6:27 7:27 8:69 
1 1:27 2:65 3:49 4:408 5:20 6:21 7:182 8:114 
1 1:37 2:96 3:377 4:1592 5:167 6:467 7:211 8:161 
1 1:37 2:41 3:65 4:744 5:24 6:61 7:6 8:68 
1 1:32 2:22 3:84 4:328 5:3 6:124 7:3 8:34 
1 1:37 2:101 3:97 4:541 5:74 6:14 7:7 8:110 
1 1:22 2:34 3:74 4:310 5:1 6:100 7:20 8:37 
1 1:22 2:105 3:125 4:1184 5:55 6:18 7:73 8:13 
1 1:37 2:140 3:275 4:1860 5:224 6:298 7:234 8:143 
1 1:22 2:65 3:214 4:844 5:5 6:30 7:69 8:289 
1 1:27 2:25 3:70 4:576 5:16 6:31 7:23 8:110 
1 1:27 2:110 3:76 4:1528 5:68 6:71 7:311 8:158 
1 1:37 2:148 3:66 4:1780 5:2 6:61 7:360 8:48 
1 1:37 2:155 3:357 4:2332 5:164 6:128 7:5 8:539 
1 1:22 2:22 3:65 4:300 5:6 6:75 7:1 8:37 
1 1:32 2:31 3:77 4:448 5:17 6:53 7:36 8:103 
1 1:32 2:113 3:258 4:1624 5:160 6:316 7:66 8:54 
1 1:22 2:167 3:268 4:1944 5:16 6:278 7:92 8:574 
1 1:32 2:146 3:82 4:1324 5:31 6:47 7:437 8:104 
1 1:27 2:132 3:141 4:1444 5:86 6:36 7:168 8:166 
1 1:27 2:19 3:81 4:415 5:16 6:56 7:16 8:90 
1 1:22 2:24 3:281 4:596 5:16 6:237 7:10 8:82 
1 1:32 2:52 3:53 4:404 5:14 6:63 7:79 8:20 
1 1:32 2:17 3:38 4:180 5:7 6:12 7:9 8:25 
1 1:32 2:87 3:220 4:1144 5:29 6:184 7:77 8:461 
0 1:22 2:23 3:25 4:108 5:9 6:13 7:1 8:8 
0 1:37 2:45 3:79 4:1300 5:44 6:156 7:54 8:180 
0 1:27 2:23 3:66 4:336 5:4 6:57 7:11 8:20 
0 1:37 2:29 3:49 4:344 5:8 6:12 7:4 8:106 
0 1:27 2:26 3:27 4:131 5:3 6:2 7:8 8:5 
0 1:22 2:21 3:25 4:132 5:7 6:6 7:10 8:5 
0 1:27 2:210 3:235 4:1248 5:132 6:49 7:43 8:10 
0 1:22 2:24 3:21 4:128 5:1 6:0 7:18 8:3 
0 1:27 2:142 3:5 4:448 5:10 6:0 7:39 8:5 
0 1:22 2:15 3:40 4:204 5:3 6:27 7:1 8:27 
0 1:37 2:38 3:130 4:684 5:24 6:22 7:26 8:229 
0 1:27 2:28 3:30 4:172 5:8 6:5 7:2 8:14 
0 1:27 2:17 3:11 4:80 5:0 6:2 7:6 8:9 
0 1:27 2:19 3:20 4:120 5:4 6:5 7:6 8:0 
0 1:32 2:19 3:37 4:188 5:1 6:13 7:8 8:15 
0 1:37 2:43 3:61 4:345 5:5 6:46 7:21 8:22 
0 1:22 2:29 3:170 4:508 5:17 6:247 7:8 8:17 
0 1:27 2:26 3:320 4:808 5:7 6:95 7:15 8:2 
0 1:22 2:19 3:64 4:184 5:1 6:83 7:1 8:25 
0 1:27 2:30 3:44 4:196 5:5 6:10 7:11 8:7 
0 1:32 2:0 3:0 4:4 5:0 6:0 7:0 8:0 
0 1:22 2:29 3:30 4:168 5:0 6:5 7:7 8:0 
0 1:32 2:6 3:37 4:144 5:3 6:40 7:2 8:25 
0 1:27 2:22 3:21 4:130 5:2 6:13 7:3 8:7 
0 1:32 2:26 3:81 4:340 5:4 6:12 7:7 8:39 
0 1:22 2:85 3:56 4:338 5:2 6:0 7:124 8:81 
0 1:32 2:24 3:190 4:1297 5:24 6:397 7:9 8:257 
0 1:32 2:22 3:81 4:302 5:10 6:5 7:8 8:54 
0 1:27 2:27 3:49 4:294 5:17 6:42 7:21 8:75 
0 1:27 2:33 3:28 4:156 5:1 6:4 7:15 8:15 
