1 1:22 2:25 3:25 4:200 5:4 6:5 7:14 8:8 
1 1:37 2:64 3:229 4:1196 5:136 6:132 7:56 8:21 
1 1:22 2:103 3:83 4:825 5:219 6:78 7:102 8:76 
1 1:27 2:40 3:124 4:466 5:3 6:69 7:11 8:38 
1 1:22 2:140 3:117 4:1134 5:42 6:52 7:36 8:101 
1 1:27 2:31 3:133 4:672 5:7 6:129 7:9 8:117 
1 1:37 2:71 3:61 4:404 5:12 6:1 7:132 8:14 
1 1:37 2:136 3:130 4:796 5:31 6:11 7:78 8:11 
1 1:27 2:126 3:91 4:1348 5:56 6:93 7:113 8:99 
1 1:27 2:29 3:61 4:404 5:15 6:5 7:28 8:43 
1 1:27 2:20 3:131 4:684 5:11 6:274 7:3 8:1 
1 1:32 2:41 3:166 4:652 5:19 6:10 7:17 8:14 
1 1:27 2:30 3:38 4:264 5:7 6:2 7:6 8:7 
1 1:27 2:21 3:51 4:276 5:0 6:47 7:1 8:2 
1 1:22 2:61 3:62 4:428 5:42 6:1 7:35 8:26 
1 1:22 2:201 3:242 4:1328 5:83 6:77 7:7 8:49 
1 1:27 2:160 3:277 4:1592 5:142 6:251 7:118 8:285 
1 1:27 2:86 3:194 4:2732 5:231 6:621 7:207 8:583 
1 1:27 2:25 3:53 4:248 5:5 6:10 7:3 8:13 
1 1:22 2:26 3:138 4:676 5:14 6:299 7:6 8:18 
1 1:22 2:27 3:33 4:162 5:3 6:13 7:0 8:22 
1 1:22 2:30 3:61 4:244 5:13 6:25 7:2 8:3 
1 1:22 2:167 3:181 4:1144 5:104 6:79 7:50 8:108 
1 1:32 2:138 3:98 4:2220 5:156 6:121 7:242 8:120 
1 1:27 2:67 3:55 4:496 5:48 6:8 7:35 8:4 
1 1:27 2:48 3:63 4:444 5:33 6:1 7:24 8:18 
1 1:32 2:134 3:259 4:1020 5:105 6:26 7:48 8:43 
1 1:32 2:29 3:25 4:145 5:29 6:21 7:4 8:5 
1 1:27 2:38 3:76 4:804 5:51 6:158 7:44 8:127 
1 1:37 2:85 3:69 4:486 5:27 6:7 7:65 8:76 
0 1:22 2:24 3:24 4:143 5:9 6:1 7:1 8:2 
0 1:27 2:21 3:51 4:296 5:4 6:49 7:0 8:46 
0 1:32 2:29 3:44 4:229 5:13 6:11 7:7 8:9 
0 1:37 2:190 3:175 4:1016 5:56 6:11 7:76 8:3 
0 1:37 2:13 3:38 4:457 5:7 6:69 7:4 8:39 
0 1:32 2:34 3:40 4:208 5:22 6:0 7:8 8:13 
0 1:37 2:48 3:51 4:316 5:13 6:0 7:26 8:14 
0 1:32 2:8 3:7 4:40 5:0 6:0 7:2 8:0 
0 1:37 2:53 3:58 4:428 5:3 6:17 7:20 8:10 
0 1:37 2:46 3:71 4:376 5:74 6:81 7:42 8:4 
0 1:22 2:18 3:18 4:118 5:8 6:3 7:6 8:0 
0 1:27 2:21 3:21 4:109 5:8 6:6 7:4 8:7 
0 1:22 2:25 3:62 4:272 5:5 6:0 7:4 8:11 
0 1:32 2:35 3:23 4:188 5:17 6:16 7:5 8:15 
0 1:37 2:20 3:155 4:728 5:8 6:251 7:2 8:11 
0 1:37 2:33 3:38 4:216 5:8 6:7 7:13 8:0 
0 1:37 2:24 3:37 4:160 5:1 6:12 7:8 8:8 
0 1:27 2:20 3:31 4:192 5:3 6:9 7:13 8:4 
0 1:32 2:27 3:34 4:187 5:1 6:7 7:5 8:1 
0 1:37 2:21 3:66 4:300 5:0 6:5 7:8 8:78 
0 1:27 2:8 3:8 4:44 5:4 6:2 7:0 8:4 
0 1:22 2:8 3:9 4:40 5:1 6:5 7:2 8:3 
0 1:32 2:24 3:36 4:144 5:16 6:3 7:31 8:42 
0 1:32 2:204 3:62 4:872 5:17 6:40 7:114 8:46 
0 1:27 2:56 3:79 4:386 5:25 6:35 7:13 8:46 
0 1:37 2:7 3:10 4:48 5:1 6:6 7:2 8:4 
0 1:27 2:27 3:26 4:136 5:3 6:6 7:16 8:8 
0 1:27 2:28 3:54 4:400 5:16 6:74 7:3 8:0 
0 1:32 2:37 3:56 4:428 5:6 6:42 7:55 8:4 
0 1:32 2:35 3:60 4:340 5:7 6:7 7:11 8:37 
