1 1:32 2:40 3:48 4:319 5:1 6:7 7:12 8:9 
1 1:37 2:70 3:69 4:1019 5:62 6:102 7:24 8:45 
1 1:32 2:81 3:164 4:1285 5:24 6:88 7:20 8:32 
1 1:27 2:32 3:46 4:364 5:1 6:52 7:0 8:9 
1 1:32 2:62 3:65 4:742 5:3 6:14 7:32 8:9 
1 1:37 2:30 3:10 4:467 5:14 6:0 7:91 8:11 
1 1:37 2:95 3:106 4:3404 5:115 6:51 7:146 8:26 
1 1:22 2:57 3:42 4:569 5:58 6:25 7:46 8:15 
1 1:32 2:25 3:40 4:356 5:3 6:46 7:3 8:3 
1 1:37 2:56 3:45 4:524 5:10 6:52 7:76 8:3 
1 1:22 2:29 3:37 4:200 5:9 6:9 7:0 8:5 
1 1:37 2:102 3:191 4:1940 5:18 6:112 7:169 8:100 
1 1:32 2:142 3:111 4:1572 5:28 6:31 7:37 8:44 
1 1:32 2:91 3:86 4:2280 5:74 6:72 7:236 8:243 
1 1:27 2:244 3:184 4:3424 5:590 6:456 7:67 8:25 
1 1:37 2:274 3:88 4:2908 5:24 6:101 7:264 8:32 
1 1:32 2:217 3:40 4:3416 5:16 6:84 7:36 8:16 
1 1:27 2:24 3:26 4:156 5:4 6:1 7:4 8:9 
1 1:32 2:259 3:287 4:3420 5:76 6:1 7:152 8:48 
1 1:37 2:165 3:151 4:1312 5:45 6:54 7:45 8:54 
1 1:27 2:24 3:40 4:380 5:2 6:55 7:3 8:2 
1 1:27 2:56 3:97 4:1040 5:40 6:80 7:29 8:88 
1 1:27 2:82 3:10 4:2264 5:0 6:1 7:291 8:8 
1 1:32 2:48 3:68 4:771 5:0 6:88 7:5 8:22 
1 1:22 2:22 3:79 4:876 5:7 6:31 7:44 8:22 
1 1:32 2:114 3:35 4:954 5:0 6:3 7:175 8:12 
1 1:32 2:183 3:163 4:2388 5:43 6:135 7:146 8:26 
1 1:32 2:66 3:44 4:429 5:60 6:12 7:20 8:29 
1 1:22 2:46 3:57 4:2184 5:23 6:29 7:17 8:18 
1 1:32 2:331 3:156 4:2732 5:150 6:13 7:216 8:8 
1 1:22 2:86 3:44 4:1428 5:71 6:12 7:106 8:18 
1 1:22 2:51 3:50 4:334 5:27 6:29 7:7 8:16 
1 1:22 2:79 3:46 4:556 5:12 6:36 7:30 8:65 
1 1:32 2:42 3:97 4:708 5:15 6:57 7:35 8:64 
1 1:22 2:36 3:46 4:280 5:3 6:8 7:1 8:0 
1 1:22 2:32 3:37 4:233 5:1 6:20 7:3 8:1 
1 1:32 2:55 3:48 4:639 5:11 6:56 7:75 8:49 
1 1:27 2:170 3:187 4:2328 5:144 6:86 7:51 8:59 
1 1:22 2:155 3:191 4:2340 5:30 6:129 7:92 8:139 
1 1:27 2:270 3:206 4:3200 5:154 6:177 7:205 8:424 
1 1:32 2:94 3:102 4:1458 5:125 6:57 7:148 8:143 
1 1:27 2:55 3:30 4:1409 5:74 6:32 7:164 8:74 
1 1:27 2:114 3:127 4:1662 5:182 6:127 7:91 8:175 
1 1:22 2:227 3:240 4:1648 5:17 6:50 7:41 8:66 
1 1:22 2:63 3:74 4:676 5:6 6:8 7:141 8:36 
1 1:22 2:21 3:20 4:126 5:0 6:0 7:5 8:1 
1 1:37 2:70 3:119 4:1303 5:46 6:272 7:46 8:29 
1 1:27 2:300 3:258 4:3356 5:182 6:306 7:188 8:176 
1 1:22 2:124 3:76 4:1412 5:57 6:98 7:42 8:126 
1 1:32 2:89 3:88 4:684 5:56 6:44 7:36 8:12 
0 1:32 2:31 3:33 4:203 5:10 6:17 7:17 8:5 
0 1:22 2:0 3:0 4:0 5:0 6:0 7:0 8:0 
0 1:37 2:54 3:26 4:283 5:5 6:0 7:0 8:1 
0 1:32 2:44 3:31 4:227 5:11 6:12 7:5 8:3 
0 1:32 2:20 3:14 4:180 5:3 6:1 7:1 8:0 
0 1:32 2:17 3:13 4:92 5:0 6:0 7:4 8:1 
0 1:37 2:17 3:24 4:124 5:1 6:3 7:1 8:1 
0 1:27 2:23 3:16 4:132 5:4 6:2 7:0 8:1 
0 1:37 2:8 3:10 4:92 5:0 6:7 7:4 8:1 
0 1:37 2:23 3:22 4:130 5:2 6:0 7:2 8:0 
0 1:37 2:2 3:6 4:147 5:4 6:21 7:0 8:0 
0 1:32 2:9 3:11 4:119 5:32 6:40 7:2 8:4 
0 1:22 2:24 3:22 4:136 5:1 6:3 7:5 8:4 
0 1:22 2:0 3:0 4:2 5:0 6:0 7:0 8:0 
0 1:27 2:20 3:14 4:136 5:1 6:0 7:1 8:0 
0 1:37 2:4 3:14 4:219 5:6 6:40 7:1 8:4 
0 1:32 2:23 3:16 4:148 5:0 6:2 7:4 8:0 
0 1:32 2:31 3:34 4:169 5:1 6:0 7:1 8:4 
0 1:32 2:37 3:47 4:254 5:13 6:6 7:0 8:8 
0 1:32 2:50 3:50 4:322 5:6 6:5 7:8 8:6 
0 1:37 2:29 3:28 4:189 5:3 6:7 7:6 8:4 
0 1:32 2:82 3:128 4:720 5:26 6:8 7:3 8:19 
0 1:37 2:18 3:18 4:99 5:0 6:0 7:0 8:1 
0 1:22 2:0 3:0 4:18 5:0 6:0 7:0 8:0 
